,week,staff_id,staff_name,role,service,present,month,available_beds,patients_request,patients_admitted,patients_refused,patient_satisfaction,staff_morale,event,avg_patient_satisfaction,avg_patient_age,total_patients
4901,14,STF-5401ad3a,John Whitehead,doctor,ICU,1,4,10,16,10,6,92,54,none,79.92116183,44.21576763,241
4902,15,STF-5401ad3a,John Whitehead,doctor,ICU,0,4,14,11,11,0,92,52,none,79.92116183,44.21576763,241
4903,16,STF-5401ad3a,John Whitehead,doctor,ICU,1,4,18,15,15,0,98,78,none,79.92116183,44.21576763,241
4904,17,STF-5401ad3a,John Whitehead,doctor,ICU,1,5,14,17,14,3,87,83,none,79.92116183,44.21576763,241
4905,18,STF-5401ad3a,John Whitehead,doctor,ICU,0,5,12,9,9,0,63,55,none,79.92116183,44.21576763,241
4906,19,STF-5401ad3a,John Whitehead,doctor,ICU,1,5,14,17,14,3,68,61,none,79.92116183,44.21576763,241
4907,20,STF-5401ad3a,John Whitehead,doctor,ICU,1,5,10,14,10,4,85,65,none,79.92116183,44.21576763,241
4908,21,STF-5401ad3a,John Whitehead,doctor,ICU,0,6,12,9,9,0,69,54,none,79.92116183,44.21576763,241
4909,22,STF-5401ad3a,John Whitehead,doctor,ICU,1,6,9,6,6,0,92,82,none,79.92116183,44.21576763,241
4910,23,STF-5401ad3a,John Whitehead,doctor,ICU,1,6,17,12,12,0,85,83,none,79.92116183,44.21576763,241
4911,24,STF-5401ad3a,John Whitehead,doctor,ICU,0,6,9,9,9,0,91,73,none,79.92116183,44.21576763,241
4912,25,STF-5401ad3a,John Whitehead,doctor,ICU,1,7,8,6,6,0,71,90,none,79.92116183,44.21576763,241
4913,26,STF-5401ad3a,John Whitehead,doctor,ICU,1,7,14,8,8,0,98,63,none,79.92116183,44.21576763,241
4914,27,STF-5401ad3a,John Whitehead,doctor,ICU,0,7,15,10,10,0,86,51,none,79.92116183,44.21576763,241
4915,28,STF-5401ad3a,John Whitehead,doctor,ICU,0,7,12,8,8,0,86,59,none,79.92116183,44.21576763,241
4916,29,STF-5401ad3a,John Whitehead,doctor,ICU,1,8,14,15,14,1,84,82,none,79.92116183,44.21576763,241
4917,30,STF-5401ad3a,John Whitehead,doctor,ICU,0,8,8,7,7,0,62,65,none,79.92116183,44.21576763,241
4918,31,STF-5401ad3a,John Whitehead,doctor,ICU,1,8,8,12,8,4,87,86,none,79.92116183,44.21576763,241
4919,32,STF-5401ad3a,John Whitehead,doctor,ICU,1,8,11,15,11,4,84,51,none,79.92116183,44.21576763,241
4920,33,STF-5401ad3a,John Whitehead,doctor,ICU,0,9,11,13,11,2,94,50,none,79.92116183,44.21576763,241
4921,34,STF-5401ad3a,John Whitehead,doctor,ICU,1,9,10,7,7,0,72,53,none,79.92116183,44.21576763,241
4922,35,STF-5401ad3a,John Whitehead,doctor,ICU,1,9,18,5,5,0,82,64,none,79.92116183,44.21576763,241
4923,36,STF-5401ad3a,John Whitehead,doctor,ICU,0,9,15,5,5,0,83,64,none,79.92116183,44.21576763,241
4924,37,STF-5401ad3a,John Whitehead,doctor,ICU,1,10,13,20,13,7,82,65,none,79.92116183,44.21576763,241
4925,38,STF-5401ad3a,John Whitehead,doctor,ICU,1,10,20,18,18,0,81,70,none,79.92116183,44.21576763,241
4926,39,STF-5401ad3a,John Whitehead,doctor,ICU,0,10,11,15,11,4,95,50,none,79.92116183,44.21576763,241
4927,40,STF-5401ad3a,John Whitehead,doctor,ICU,1,10,12,15,12,3,97,84,none,79.92116183,44.21576763,241
4928,41,STF-5401ad3a,John Whitehead,doctor,ICU,0,11,21,20,20,0,77,96,none,79.92116183,44.21576763,241
4929,42,STF-5401ad3a,John Whitehead,doctor,ICU,0,11,16,12,12,0,80,55,none,79.92116183,44.21576763,241
4930,43,STF-5401ad3a,John Whitehead,doctor,ICU,1,11,18,12,12,0,89,87,none,79.92116183,44.21576763,241
4931,44,STF-5401ad3a,John Whitehead,doctor,ICU,1,11,12,16,12,4,73,87,none,79.92116183,44.21576763,241
4932,45,STF-5401ad3a,John Whitehead,doctor,ICU,0,12,18,42,18,24,70,54,flu,79.92116183,44.21576763,241
4933,46,STF-5401ad3a,John Whitehead,doctor,ICU,1,12,23,28,23,5,89,75,flu,79.92116183,44.21576763,241
4934,47,STF-5401ad3a,John Whitehead,doctor,ICU,1,12,13,16,13,3,76,82,none,79.92116183,44.21576763,241
4935,48,STF-5401ad3a,John Whitehead,doctor,ICU,0,12,16,23,16,7,98,76,none,79.92116183,44.21576763,241
4936,49,STF-5401ad3a,John Whitehead,doctor,ICU,1,12,16,22,16,6,83,64,none,79.92116183,44.21576763,241
4937,50,STF-5401ad3a,John Whitehead,doctor,ICU,1,12,22,13,13,0,65,57,none,79.92116183,44.21576763,241
4938,51,STF-5401ad3a,John Whitehead,doctor,ICU,0,12,18,15,15,0,87,80,none,79.92116183,44.21576763,241
4939,52,STF-5401ad3a,John Whitehead,doctor,ICU,1,12,22,24,22,2,80,96,none,79.92116183,44.21576763,241
4940,1,STF-9045bfe7,Anna Henderson,doctor,ICU,1,1,22,31,22,9,84,91,flu,79.92116183,44.21576763,241
4941,2,STF-9045bfe7,Anna Henderson,doctor,ICU,1,1,16,7,7,0,79,85,donation,79.92116183,44.21576763,241
4942,3,STF-9045bfe7,Anna Henderson,doctor,ICU,0,1,20,21,20,1,82,89,none,79.92116183,44.21576763,241
4943,4,STF-9045bfe7,Anna Henderson,doctor,ICU,1,1,20,21,20,1,64,85,flu,79.92116183,44.21576763,241
4944,5,STF-9045bfe7,Anna Henderson,doctor,ICU,0,2,22,13,13,0,73,88,none,79.92116183,44.21576763,241
4945,6,STF-9045bfe7,Anna Henderson,doctor,ICU,0,2,14,12,12,0,87,51,none,79.92116183,44.21576763,241
4946,7,STF-9045bfe7,Anna Henderson,doctor,ICU,1,2,21,47,21,26,72,83,flu,79.92116183,44.21576763,241
4947,8,STF-9045bfe7,Anna Henderson,doctor,ICU,1,2,12,10,10,0,76,98,none,79.92116183,44.21576763,241
4948,9,STF-9045bfe7,Anna Henderson,doctor,ICU,0,3,11,20,11,9,97,73,none,79.92116183,44.21576763,241
4949,10,STF-9045bfe7,Anna Henderson,doctor,ICU,0,3,13,8,8,0,91,56,none,79.92116183,44.21576763,241
4950,11,STF-9045bfe7,Anna Henderson,doctor,ICU,0,3,14,17,14,3,61,50,none,79.92116183,44.21576763,241
4951,12,STF-9045bfe7,Anna Henderson,doctor,ICU,0,3,16,13,13,0,79,94,donation,79.92116183,44.21576763,241
4952,13,STF-9045bfe7,Anna Henderson,doctor,ICU,1,4,17,12,12,0,66,52,none,79.92116183,44.21576763,241
4953,14,STF-9045bfe7,Anna Henderson,doctor,ICU,1,4,10,16,10,6,92,54,none,79.92116183,44.21576763,241
4954,15,STF-9045bfe7,Anna Henderson,doctor,ICU,0,4,14,11,11,0,92,52,none,79.92116183,44.21576763,241
4955,16,STF-9045bfe7,Anna Henderson,doctor,ICU,1,4,18,15,15,0,98,78,none,79.92116183,44.21576763,241
4956,17,STF-9045bfe7,Anna Henderson,doctor,ICU,1,5,14,17,14,3,87,83,none,79.92116183,44.21576763,241
4957,18,STF-9045bfe7,Anna Henderson,doctor,ICU,0,5,12,9,9,0,63,55,none,79.92116183,44.21576763,241
4958,19,STF-9045bfe7,Anna Henderson,doctor,ICU,1,5,14,17,14,3,68,61,none,79.92116183,44.21576763,241
4959,20,STF-9045bfe7,Anna Henderson,doctor,ICU,1,5,10,14,10,4,85,65,none,79.92116183,44.21576763,241
4960,21,STF-9045bfe7,Anna Henderson,doctor,ICU,0,6,12,9,9,0,69,54,none,79.92116183,44.21576763,241
4961,22,STF-9045bfe7,Anna Henderson,doctor,ICU,1,6,9,6,6,0,92,82,none,79.92116183,44.21576763,241
4962,23,STF-9045bfe7,Anna Henderson,doctor,ICU,1,6,17,12,12,0,85,83,none,79.92116183,44.21576763,241
4963,24,STF-9045bfe7,Anna Henderson,doctor,ICU,0,6,9,9,9,0,91,73,none,79.92116183,44.21576763,241
4964,25,STF-9045bfe7,Anna Henderson,doctor,ICU,1,7,8,6,6,0,71,90,none,79.92116183,44.21576763,241
4965,26,STF-9045bfe7,Anna Henderson,doctor,ICU,1,7,14,8,8,0,98,63,none,79.92116183,44.21576763,241
4966,27,STF-9045bfe7,Anna Henderson,doctor,ICU,0,7,15,10,10,0,86,51,none,79.92116183,44.21576763,241
4967,28,STF-9045bfe7,Anna Henderson,doctor,ICU,1,7,12,8,8,0,86,59,none,79.92116183,44.21576763,241
4968,29,STF-9045bfe7,Anna Henderson,doctor,ICU,1,8,14,15,14,1,84,82,none,79.92116183,44.21576763,241
4969,30,STF-9045bfe7,Anna Henderson,doctor,ICU,0,8,8,7,7,0,62,65,none,79.92116183,44.21576763,241
4970,31,STF-9045bfe7,Anna Henderson,doctor,ICU,1,8,8,12,8,4,87,86,none,79.92116183,44.21576763,241
4971,32,STF-9045bfe7,Anna Henderson,doctor,ICU,1,8,11,15,11,4,84,51,none,79.92116183,44.21576763,241
4972,33,STF-9045bfe7,Anna Henderson,doctor,ICU,0,9,11,13,11,2,94,50,none,79.92116183,44.21576763,241
4973,34,STF-9045bfe7,Anna Henderson,doctor,ICU,1,9,10,7,7,0,72,53,none,79.92116183,44.21576763,241
4974,35,STF-9045bfe7,Anna Henderson,doctor,ICU,1,9,18,5,5,0,82,64,none,79.92116183,44.21576763,241
4975,36,STF-9045bfe7,Anna Henderson,doctor,ICU,0,9,15,5,5,0,83,64,none,79.92116183,44.21576763,241
4976,37,STF-9045bfe7,Anna Henderson,doctor,ICU,1,10,13,20,13,7,82,65,none,79.92116183,44.21576763,241
4977,38,STF-9045bfe7,Anna Henderson,doctor,ICU,1,10,20,18,18,0,81,70,none,79.92116183,44.21576763,241
4978,39,STF-9045bfe7,Anna Henderson,doctor,ICU,0,10,11,15,11,4,95,50,none,79.92116183,44.21576763,241
4979,40,STF-9045bfe7,Anna Henderson,doctor,ICU,1,10,12,15,12,3,97,84,none,79.92116183,44.21576763,241
4980,41,STF-9045bfe7,Anna Henderson,doctor,ICU,1,11,21,20,20,0,77,96,none,79.92116183,44.21576763,241
4981,42,STF-9045bfe7,Anna Henderson,doctor,ICU,0,11,16,12,12,0,80,55,none,79.92116183,44.21576763,241
4982,43,STF-9045bfe7,Anna Henderson,doctor,ICU,1,11,18,12,12,0,89,87,none,79.92116183,44.21576763,241
4983,44,STF-9045bfe7,Anna Henderson,doctor,ICU,1,11,12,16,12,4,73,87,none,79.92116183,44.21576763,241
4984,45,STF-9045bfe7,Anna Henderson,doctor,ICU,0,12,18,42,18,24,70,54,flu,79.92116183,44.21576763,241
4985,46,STF-9045bfe7,Anna Henderson,doctor,ICU,1,12,23,28,23,5,89,75,flu,79.92116183,44.21576763,241
4986,47,STF-9045bfe7,Anna Henderson,doctor,ICU,1,12,13,16,13,3,76,82,none,79.92116183,44.21576763,241
4987,48,STF-9045bfe7,Anna Henderson,doctor,ICU,0,12,16,23,16,7,98,76,none,79.92116183,44.21576763,241
4988,49,STF-9045bfe7,Anna Henderson,doctor,ICU,1,12,16,22,16,6,83,64,none,79.92116183,44.21576763,241
4989,50,STF-9045bfe7,Anna Henderson,doctor,ICU,1,12,22,13,13,0,65,57,none,79.92116183,44.21576763,241
4990,51,STF-9045bfe7,Anna Henderson,doctor,ICU,0,12,18,15,15,0,87,80,none,79.92116183,44.21576763,241
4991,52,STF-9045bfe7,Anna Henderson,doctor,ICU,1,12,22,24,22,2,80,96,none,79.92116183,44.21576763,241
4992,1,STF-5697a657,Aaron Wise,doctor,ICU,1,1,22,31,22,9,84,91,flu,79.92116183,44.21576763,241
4993,2,STF-5697a657,Aaron Wise,doctor,ICU,1,1,16,7,7,0,79,85,donation,79.92116183,44.21576763,241
4994,3,STF-5697a657,Aaron Wise,doctor,ICU,0,1,20,21,20,1,82,89,none,79.92116183,44.21576763,241
4995,4,STF-5697a657,Aaron Wise,doctor,ICU,1,1,20,21,20,1,64,85,flu,79.92116183,44.21576763,241
4996,5,STF-5697a657,Aaron Wise,doctor,ICU,1,2,22,13,13,0,73,88,none,79.92116183,44.21576763,241
4997,6,STF-5697a657,Aaron Wise,doctor,ICU,0,2,14,12,12,0,87,51,none,79.92116183,44.21576763,241
4998,7,STF-5697a657,Aaron Wise,doctor,ICU,1,2,21,47,21,26,72,83,flu,79.92116183,44.21576763,241
4999,8,STF-5697a657,Aaron Wise,doctor,ICU,1,2,12,10,10,0,76,98,none,79.92116183,44.21576763,241
5000,9,STF-5697a657,Aaron Wise,doctor,ICU,0,3,11,20,11,9,97,73,none,79.92116183,44.21576763,241
5001,10,STF-5697a657,Aaron Wise,doctor,ICU,1,3,13,8,8,0,91,56,none,79.92116183,44.21576763,241
5002,11,STF-5697a657,Aaron Wise,doctor,ICU,1,3,14,17,14,3,61,50,none,79.92116183,44.21576763,241
5003,12,STF-5697a657,Aaron Wise,doctor,ICU,0,3,16,13,13,0,79,94,donation,79.92116183,44.21576763,241
5004,13,STF-5697a657,Aaron Wise,doctor,ICU,1,4,17,12,12,0,66,52,none,79.92116183,44.21576763,241
5005,14,STF-5697a657,Aaron Wise,doctor,ICU,0,4,10,16,10,6,92,54,none,79.92116183,44.21576763,241
5006,15,STF-5697a657,Aaron Wise,doctor,ICU,0,4,14,11,11,0,92,52,none,79.92116183,44.21576763,241
5007,16,STF-5697a657,Aaron Wise,doctor,ICU,0,4,18,15,15,0,98,78,none,79.92116183,44.21576763,241
5008,17,STF-5697a657,Aaron Wise,doctor,ICU,1,5,14,17,14,3,87,83,none,79.92116183,44.21576763,241
5009,18,STF-5697a657,Aaron Wise,doctor,ICU,0,5,12,9,9,0,63,55,none,79.92116183,44.21576763,241
5010,19,STF-5697a657,Aaron Wise,doctor,ICU,1,5,14,17,14,3,68,61,none,79.92116183,44.21576763,241
5011,20,STF-5697a657,Aaron Wise,doctor,ICU,0,5,10,14,10,4,85,65,none,79.92116183,44.21576763,241
5012,21,STF-5697a657,Aaron Wise,doctor,ICU,0,6,12,9,9,0,69,54,none,79.92116183,44.21576763,241
5013,22,STF-5697a657,Aaron Wise,doctor,ICU,1,6,9,6,6,0,92,82,none,79.92116183,44.21576763,241
5014,23,STF-5697a657,Aaron Wise,doctor,ICU,1,6,17,12,12,0,85,83,none,79.92116183,44.21576763,241
5015,24,STF-5697a657,Aaron Wise,doctor,ICU,0,6,9,9,9,0,91,73,none,79.92116183,44.21576763,241
5016,25,STF-5697a657,Aaron Wise,doctor,ICU,1,7,8,6,6,0,71,90,none,79.92116183,44.21576763,241
5017,26,STF-5697a657,Aaron Wise,doctor,ICU,1,7,14,8,8,0,98,63,none,79.92116183,44.21576763,241
5018,27,STF-5697a657,Aaron Wise,doctor,ICU,0,7,15,10,10,0,86,51,none,79.92116183,44.21576763,241
5019,28,STF-5697a657,Aaron Wise,doctor,ICU,1,7,12,8,8,0,86,59,none,79.92116183,44.21576763,241
5020,29,STF-5697a657,Aaron Wise,doctor,ICU,1,8,14,15,14,1,84,82,none,79.92116183,44.21576763,241
5021,30,STF-5697a657,Aaron Wise,doctor,ICU,0,8,8,7,7,0,62,65,none,79.92116183,44.21576763,241
5022,31,STF-5697a657,Aaron Wise,doctor,ICU,1,8,8,12,8,4,87,86,none,79.92116183,44.21576763,241
5023,32,STF-5697a657,Aaron Wise,doctor,ICU,1,8,11,15,11,4,84,51,none,79.92116183,44.21576763,241
5024,33,STF-5697a657,Aaron Wise,doctor,ICU,0,9,11,13,11,2,94,50,none,79.92116183,44.21576763,241
5025,34,STF-5697a657,Aaron Wise,doctor,ICU,1,9,10,7,7,0,72,53,none,79.92116183,44.21576763,241
5026,35,STF-5697a657,Aaron Wise,doctor,ICU,1,9,18,5,5,0,82,64,none,79.92116183,44.21576763,241
5027,36,STF-5697a657,Aaron Wise,doctor,ICU,0,9,15,5,5,0,83,64,none,79.92116183,44.21576763,241
5028,37,STF-5697a657,Aaron Wise,doctor,ICU,1,10,13,20,13,7,82,65,none,79.92116183,44.21576763,241
5029,38,STF-5697a657,Aaron Wise,doctor,ICU,1,10,20,18,18,0,81,70,none,79.92116183,44.21576763,241
5030,39,STF-5697a657,Aaron Wise,doctor,ICU,0,10,11,15,11,4,95,50,none,79.92116183,44.21576763,241
5031,40,STF-5697a657,Aaron Wise,doctor,ICU,1,10,12,15,12,3,97,84,none,79.92116183,44.21576763,241
5032,41,STF-5697a657,Aaron Wise,doctor,ICU,1,11,21,20,20,0,77,96,none,79.92116183,44.21576763,241
5033,42,STF-5697a657,Aaron Wise,doctor,ICU,0,11,16,12,12,0,80,55,none,79.92116183,44.21576763,241
5034,43,STF-5697a657,Aaron Wise,doctor,ICU,1,11,18,12,12,0,89,87,none,79.92116183,44.21576763,241
5035,44,STF-5697a657,Aaron Wise,doctor,ICU,1,11,12,16,12,4,73,87,none,79.92116183,44.21576763,241
5036,45,STF-5697a657,Aaron Wise,doctor,ICU,0,12,18,42,18,24,70,54,flu,79.92116183,44.21576763,241
5037,46,STF-5697a657,Aaron Wise,doctor,ICU,1,12,23,28,23,5,89,75,flu,79.92116183,44.21576763,241
5038,47,STF-5697a657,Aaron Wise,doctor,ICU,0,12,13,16,13,3,76,82,none,79.92116183,44.21576763,241
5039,48,STF-5697a657,Aaron Wise,doctor,ICU,0,12,16,23,16,7,98,76,none,79.92116183,44.21576763,241
5040,49,STF-5697a657,Aaron Wise,doctor,ICU,1,12,16,22,16,6,83,64,none,79.92116183,44.21576763,241
5041,50,STF-5697a657,Aaron Wise,doctor,ICU,1,12,22,13,13,0,65,57,none,79.92116183,44.21576763,241
5042,51,STF-5697a657,Aaron Wise,doctor,ICU,0,12,18,15,15,0,87,80,none,79.92116183,44.21576763,241
5043,52,STF-5697a657,Aaron Wise,doctor,ICU,1,12,22,24,22,2,80,96,none,79.92116183,44.21576763,241
5044,1,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,1,22,31,22,9,84,91,flu,79.92116183,44.21576763,241
5045,2,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,1,16,7,7,0,79,85,donation,79.92116183,44.21576763,241
5046,3,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,1,20,21,20,1,82,89,none,79.92116183,44.21576763,241
5047,4,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,1,20,21,20,1,64,85,flu,79.92116183,44.21576763,241
5048,5,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,2,22,13,13,0,73,88,none,79.92116183,44.21576763,241
5049,6,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,2,14,12,12,0,87,51,none,79.92116183,44.21576763,241
5050,7,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,2,21,47,21,26,72,83,flu,79.92116183,44.21576763,241
5051,8,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,2,12,10,10,0,76,98,none,79.92116183,44.21576763,241
5052,9,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,3,11,20,11,9,97,73,none,79.92116183,44.21576763,241
5053,10,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,3,13,8,8,0,91,56,none,79.92116183,44.21576763,241
5054,11,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,3,14,17,14,3,61,50,none,79.92116183,44.21576763,241
5055,12,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,3,16,13,13,0,79,94,donation,79.92116183,44.21576763,241
5056,13,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,4,17,12,12,0,66,52,none,79.92116183,44.21576763,241
5057,14,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,4,10,16,10,6,92,54,none,79.92116183,44.21576763,241
5058,15,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,4,14,11,11,0,92,52,none,79.92116183,44.21576763,241
5059,16,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,4,18,15,15,0,98,78,none,79.92116183,44.21576763,241
5060,17,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,5,14,17,14,3,87,83,none,79.92116183,44.21576763,241
5061,18,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,5,12,9,9,0,63,55,none,79.92116183,44.21576763,241
5062,19,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,5,14,17,14,3,68,61,none,79.92116183,44.21576763,241
5063,20,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,5,10,14,10,4,85,65,none,79.92116183,44.21576763,241
5064,21,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,6,12,9,9,0,69,54,none,79.92116183,44.21576763,241
5065,22,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,6,9,6,6,0,92,82,none,79.92116183,44.21576763,241
5066,23,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,6,17,12,12,0,85,83,none,79.92116183,44.21576763,241
5067,24,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,6,9,9,9,0,91,73,none,79.92116183,44.21576763,241
5068,25,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,7,8,6,6,0,71,90,none,79.92116183,44.21576763,241
5069,26,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,7,14,8,8,0,98,63,none,79.92116183,44.21576763,241
5070,27,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,7,15,10,10,0,86,51,none,79.92116183,44.21576763,241
5071,28,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,7,12,8,8,0,86,59,none,79.92116183,44.21576763,241
5072,29,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,8,14,15,14,1,84,82,none,79.92116183,44.21576763,241
5073,30,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,8,8,7,7,0,62,65,none,79.92116183,44.21576763,241
5074,31,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,8,8,12,8,4,87,86,none,79.92116183,44.21576763,241
5075,32,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,8,11,15,11,4,84,51,none,79.92116183,44.21576763,241
5076,33,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,9,11,13,11,2,94,50,none,79.92116183,44.21576763,241
5077,34,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,9,10,7,7,0,72,53,none,79.92116183,44.21576763,241
5078,35,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,9,18,5,5,0,82,64,none,79.92116183,44.21576763,241
5079,36,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,9,15,5,5,0,83,64,none,79.92116183,44.21576763,241
5080,37,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,10,13,20,13,7,82,65,none,79.92116183,44.21576763,241
5081,38,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,10,20,18,18,0,81,70,none,79.92116183,44.21576763,241
5082,39,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,10,11,15,11,4,95,50,none,79.92116183,44.21576763,241
5083,40,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,10,12,15,12,3,97,84,none,79.92116183,44.21576763,241
5084,41,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,11,21,20,20,0,77,96,none,79.92116183,44.21576763,241
5085,42,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,11,16,12,12,0,80,55,none,79.92116183,44.21576763,241
5086,43,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,11,18,12,12,0,89,87,none,79.92116183,44.21576763,241
5087,44,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,11,12,16,12,4,73,87,none,79.92116183,44.21576763,241
5088,45,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,12,18,42,18,24,70,54,flu,79.92116183,44.21576763,241
5089,46,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,12,23,28,23,5,89,75,flu,79.92116183,44.21576763,241
5090,47,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,12,13,16,13,3,76,82,none,79.92116183,44.21576763,241
5091,48,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,12,16,23,16,7,98,76,none,79.92116183,44.21576763,241
5092,49,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,12,16,22,16,6,83,64,none,79.92116183,44.21576763,241
5093,50,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,12,22,13,13,0,65,57,none,79.92116183,44.21576763,241
5094,51,STF-2122e2a0,Deborah Figueroa,doctor,ICU,0,12,18,15,15,0,87,80,none,79.92116183,44.21576763,241
5095,52,STF-2122e2a0,Deborah Figueroa,doctor,ICU,1,12,22,24,22,2,80,96,none,79.92116183,44.21576763,241
5096,1,STF-997af03e,Jessica Smith,nurse,ICU,1,1,22,31,22,9,84,91,flu,79.92116183,44.21576763,241
5097,2,STF-997af03e,Jessica Smith,nurse,ICU,1,1,16,7,7,0,79,85,donation,79.92116183,44.21576763,241
5098,3,STF-997af03e,Jessica Smith,nurse,ICU,0,1,20,21,20,1,82,89,none,79.92116183,44.21576763,241
5099,4,STF-997af03e,Jessica Smith,nurse,ICU,1,1,20,21,20,1,64,85,flu,79.92116183,44.21576763,241
5100,5,STF-997af03e,Jessica Smith,nurse,ICU,1,2,22,13,13,0,73,88,none,79.92116183,44.21576763,241
5101,6,STF-997af03e,Jessica Smith,nurse,ICU,0,2,14,12,12,0,87,51,none,79.92116183,44.21576763,241
5102,7,STF-997af03e,Jessica Smith,nurse,ICU,1,2,21,47,21,26,72,83,flu,79.92116183,44.21576763,241
5103,8,STF-997af03e,Jessica Smith,nurse,ICU,1,2,12,10,10,0,76,98,none,79.92116183,44.21576763,241
5104,9,STF-997af03e,Jessica Smith,nurse,ICU,0,3,11,20,11,9,97,73,none,79.92116183,44.21576763,241
5105,10,STF-997af03e,Jessica Smith,nurse,ICU,1,3,13,8,8,0,91,56,none,79.92116183,44.21576763,241
5106,11,STF-997af03e,Jessica Smith,nurse,ICU,1,3,14,17,14,3,61,50,none,79.92116183,44.21576763,241
5107,12,STF-997af03e,Jessica Smith,nurse,ICU,0,3,16,13,13,0,79,94,donation,79.92116183,44.21576763,241
5108,13,STF-997af03e,Jessica Smith,nurse,ICU,1,4,17,12,12,0,66,52,none,79.92116183,44.21576763,241
5109,14,STF-997af03e,Jessica Smith,nurse,ICU,1,4,10,16,10,6,92,54,none,79.92116183,44.21576763,241
5110,15,STF-997af03e,Jessica Smith,nurse,ICU,0,4,14,11,11,0,92,52,none,79.92116183,44.21576763,241
5111,16,STF-997af03e,Jessica Smith,nurse,ICU,0,4,18,15,15,0,98,78,none,79.92116183,44.21576763,241
